"Estado","% Ocupación"
"Ciudad de México","81.51"
"México","75.22"
"Nuevo León","73.08"
"Aguascalientes","66.81"
"Colima","59.77"
"Hidalgo","57.14"
"Oaxaca","53.76"
"San Luis Potosí","50.00"
"Jalisco","48.93"
"Veracruz de Ignacio de La Llave","48.77"
"Querétaro","48.64"
"Puebla","48.39"
"Tlaxcala","47.29"
"Baja California","46.77"
"Guanajuato","45.70"
"Zacatecas","44.84"
"Tabasco","44.11"
"Nayarit","43.24"
"Guerrero","42.08"
"Baja California Sur","40.93"
"Sinaloa","40.32"
"Morelos","40.00"
"Michoacán de Ocampo","38.33"
"Coahuila de Zaragoza","36.86"
"Sonora","36.23"
"Durango","30.55"
"Yucatán","28.50"
"Chihuahua","24.71"
"Tamaulipas","24.10"
"Quintana Roo","22.85"
"Chiapas","14.11"
"Campeche","7.46"
