"Estado","% Ocupación"
"Zacatecas","88.57"
"Tlaxcala","87.50"
"Ciudad de México","81.51"
"Querétaro","71.42"
"Durango","70.49"
"Aguascalientes","62.13"
"Nuevo León","57.25"
"Yucatán","55.55"
"México","53.27"
"Baja California Sur","50.00"
"Tabasco","49.31"
"Hidalgo","48.10"
"Oaxaca","45.33"
"Jalisco","44.70"
"Sonora","44.11"
"Chihuahua","41.66"
"Morelos","39.02"
"Michoacán de Ocampo","38.29"
"Guanajuato","38.18"
"Coahuila de Zaragoza","37.73"
"Sinaloa","36.26"
"Puebla","32.43"
"Veracruz de Ignacio de La Llave","32.08"
"San Luis Potosí","27.27"
"Tamaulipas","27.19"
"Baja California","25.53"
"Guerrero","20.73"
"Quintana Roo","17.64"
"Colima","10.52"
"Campeche","5.88"
"Chiapas","3.03"
"Nayarit","0.00"
