"Estado","% Ocupación"
"Ciudad de México","44.27"
"Yucatán","37.24"
"Tabasco","36.77"
"México","35.24"
"Oaxaca","32.55"
"Querétaro","31.69"
"Michoacán de Ocampo","30.74"
"Chihuahua","28.70"
"Aguascalientes","28.22"
"Puebla","26.48"
"Tlaxcala","25.37"
"Veracruz de Ignacio de La Llave","25.34"
"Colima","25.00"
"San Luis Potosí","23.70"
"Nuevo León","23.12"
"Morelos","22.13"
"Hidalgo","19.62"
"Tamaulipas","16.66"
"Jalisco","15.93"
"Guerrero","15.66"
"Sinaloa","15.08"
"Durango","14.00"
"Sonora","12.62"
"Baja California Sur","12.56"
"Zacatecas","12.04"
"Coahuila de Zaragoza","11.82"
"Guanajuato","11.39"
"Nayarit","9.57"
"Quintana Roo","8.16"
"Chiapas","7.81"
"Baja California","7.24"
"Campeche","3.14"
