"Estado","% Ocupación"
"Ciudad de México","48.04"
"Oaxaca","45.83"
"Querétaro","37.28"
"México","36.74"
"Yucatán","36.12"
"Tabasco","33.53"
"Aguascalientes","31.50"
"Veracruz de Ignacio de La Llave","30.62"
"Colima","29.72"
"San Luis Potosí","29.16"
"Michoacán de Ocampo","28.57"
"Nuevo León","25.13"
"Puebla","24.93"
"Chihuahua","24.46"
"Tlaxcala","24.44"
"Hidalgo","22.16"
"Morelos","21.64"
"Jalisco","18.93"
"Sinaloa","17.15"
"Guerrero","15.76"
"Zacatecas","14.36"
"Baja California Sur","14.08"
"Durango","13.33"
"Tamaulipas","13.04"
"Guanajuato","13.03"
"Baja California","12.63"
"Coahuila de Zaragoza","10.33"
"Sonora","9.13"
"Chiapas","7.86"
"Nayarit","7.35"
"Quintana Roo","5.80"
"Campeche","3.12"
