"Estado","% Ocupación"
"Colima","54.73"
"Nuevo León","53.33"
"Ciudad de México","44.54"
"Aguascalientes","41.48"
"Baja California","41.17"
"San Luis Potosí","39.40"
"Durango","38.20"
"Sinaloa","33.05"
"Zacatecas","32.90"
"Jalisco","32.44"
"Veracruz de Ignacio de La Llave","31.80"
"Coahuila de Zaragoza","31.55"
"Puebla","31.12"
"Yucatán","30.83"
"Querétaro","30.28"
"México","27.97"
"Tabasco","27.80"
"Baja California Sur","27.39"
"Michoacán de Ocampo","27.30"
"Oaxaca","26.95"
"Hidalgo","26.22"
"Tamaulipas","26.05"
"Tlaxcala","24.62"
"Nayarit","22.48"
"Quintana Roo","21.66"
"Morelos","17.98"
"Chihuahua","17.09"
"Guanajuato","15.72"
"Sonora","12.24"
"Guerrero","12.01"
"Campeche","11.36"
"Chiapas","9.77"
