"Estado","% Ocupación"
"Querétaro","68.75"
"Aguascalientes","66.07"
"Ciudad de México","63.02"
"Durango","61.11"
"Nuevo León","59.36"
"Chihuahua","57.83"
"Baja California","47.05"
"Zacatecas","45.16"
"Oaxaca","41.50"
"Tamaulipas","38.88"
"Veracruz de Ignacio de La Llave","36.24"
"Yucatán","34.61"
"San Luis Potosí","33.65"
"Jalisco","32.57"
"Michoacán de Ocampo","32.50"
"México","30.00"
"Puebla","30.00"
"Tabasco","28.94"
"Sinaloa","28.57"
"Guerrero","27.67"
"Hidalgo","26.80"
"Guanajuato","24.77"
"Quintana Roo","21.42"
"Coahuila de Zaragoza","20.83"
"Colima","16.66"
"Sonora","13.20"
"Chiapas","11.39"
"Morelos","11.25"
"Baja California Sur","6.66"
"Nayarit","3.33"
"Campeche","2.94"
"Tlaxcala","0.00"
