"Estado","% Ocupación"
"Ciudad de México","87.10"
"México","80.44"
"Hidalgo","78.18"
"Guanajuato","76.13"
"Nuevo León","70.90"
"Morelos","59.19"
"Baja California","56.00"
"Puebla","55.48"
"Querétaro","52.33"
"Sonora","51.84"
"Michoacán de Ocampo","45.27"
"Coahuila de Zaragoza","43.12"
"Oaxaca","42.22"
"Durango","41.30"
"Tlaxcala","40.48"
"Nayarit","39.81"
"Zacatecas","39.18"
"Jalisco","37.94"
"Guerrero","36.42"
"Veracruz de Ignacio de La Llave","31.32"
"Tabasco","31.19"
"Baja California Sur","30.43"
"Aguascalientes","28.21"
"Tamaulipas","24.81"
"Quintana Roo","24.64"
"Sinaloa","23.71"
"San Luis Potosí","22.17"
"Chihuahua","21.69"
"Colima","18.42"
"Yucatán","8.67"
"Campeche","4.70"
"Chiapas","4.49"
