"Estado","% Ocupación"
"Chihuahua","60.65"
"Durango","57.57"
"Nuevo León","55.55"
"Ciudad de México","47.09"
"Zacatecas","37.03"
"Aguascalientes","35.25"
"Oaxaca","29.66"
"México","29.58"
"Baja California","24.06"
"Jalisco","21.12"
"Colima","20.68"
"Tabasco","20.35"
"Coahuila de Zaragoza","19.04"
"Hidalgo","18.56"
"Querétaro","18.34"
"Veracruz de Ignacio de La Llave","18.13"
"Tlaxcala","17.70"
"Yucatán","17.30"
"San Luis Potosí","16.96"
"Guerrero","16.84"
"Tamaulipas","14.45"
"Morelos","13.84"
"Sinaloa","13.60"
"Puebla","13.02"
"Nayarit","12.50"
"Michoacán de Ocampo","12.50"
"Baja California Sur","11.02"
"Guanajuato","9.20"
"Quintana Roo","7.31"
"Sonora","3.33"
"Campeche","2.88"
"Chiapas","1.88"
