"Estado","% Ocupación"
"Nuevo León","68.53"
"Nayarit","65.71"
"Colima","62.70"
"Coahuila de Zaragoza","59.17"
"Puebla","55.12"
"Veracruz de Ignacio de La Llave","49.60"
"Baja California Sur","48.39"
"Tabasco","48.16"
"Guanajuato","46.59"
"Ciudad de México","45.43"
"Tamaulipas","45.14"
"Hidalgo","43.46"
"México","41.52"
"Yucatán","41.16"
"Zacatecas","40.82"
"Michoacán de Ocampo","40.19"
"Sinaloa","38.05"
"Quintana Roo","36.15"
"Baja California","35.61"
"Aguascalientes","35.44"
"Oaxaca","35.30"
"Sonora","34.73"
"Guerrero","32.52"
"San Luis Potosí","31.31"
"Morelos","29.92"
"Durango","26.05"
"Chiapas","25.61"
"Jalisco","24.17"
"Querétaro","23.07"
"Campeche","20.66"
"Chihuahua","19.86"
"Tlaxcala","18.87"
