"Estado","% Ocupación"
"Baja California","67.18"
"México","64.95"
"Ciudad de México","62.11"
"Veracruz de Ignacio de La Llave","53.09"
"Guerrero","51.20"
"Sonora","48.78"
"Tlaxcala","46.75"
"Puebla","45.86"
"Sinaloa","43.45"
"Oaxaca","39.68"
"Chiapas","38.29"
"Querétaro","36.36"
"Tabasco","35.78"
"Morelos","32.47"
"Colima","31.11"
"Hidalgo","26.63"
"Nayarit","26.25"
"San Luis Potosí","26.21"
"Chihuahua","26.05"
"Yucatán","25.00"
"Baja California Sur","25.00"
"Aguascalientes","23.40"
"Quintana Roo","23.14"
"Zacatecas","22.97"
"Tamaulipas","22.06"
"Nuevo León","21.13"
"Campeche","20.89"
"Coahuila de Zaragoza","20.51"
"Jalisco","18.95"
"Michoacán de Ocampo","12.99"
"Guanajuato","11.18"
"Durango","10.20"
