"Estado","% Ocupación"
"Nuevo León","64.19"
"Tabasco","59.32"
"Baja California","57.43"
"Puebla","51.15"
"Sinaloa","50.00"
"Veracruz de Ignacio de La Llave","49.04"
"Ciudad de México","46.40"
"Tlaxcala","46.15"
"Yucatán","42.39"
"México","42.06"
"Sonora","41.86"
"San Luis Potosí","40.81"
"Guerrero","38.99"
"Colima","36.98"
"Nayarit","36.08"
"Tamaulipas","35.43"
"Coahuila de Zaragoza","33.95"
"Querétaro","33.46"
"Oaxaca","32.58"
"Quintana Roo","30.22"
"Baja California Sur","29.85"
"Jalisco","28.77"
"Zacatecas","28.69"
"Aguascalientes","27.70"
"Campeche","26.27"
"Guanajuato","23.13"
"Durango","22.68"
"Chiapas","22.62"
"Hidalgo","21.73"
"Michoacán de Ocampo","20.17"
"Chihuahua","19.83"
"Morelos","17.21"
