"Estado","% Ocupación"
"Chihuahua","75.80"
"Durango","71.57"
"Coahuila de Zaragoza","70.54"
"Nuevo León","64.60"
"Ciudad de México","53.63"
"Zacatecas","42.64"
"Nayarit","40.11"
"Hidalgo","40.00"
"México","39.27"
"Aguascalientes","36.51"
"Guerrero","32.67"
"Colima","31.57"
"Oaxaca","30.57"
"Guanajuato","27.78"
"Baja California","27.60"
"Querétaro","27.10"
"Jalisco","25.27"
"Sinaloa","22.80"
"Michoacán de Ocampo","22.74"
"San Luis Potosí","22.58"
"Sonora","20.92"
"Veracruz de Ignacio de La Llave","20.40"
"Puebla","19.81"
"Tamaulipas","17.65"
"Morelos","17.14"
"Quintana Roo","16.91"
"Baja California Sur","15.73"
"Tabasco","15.12"
"Yucatán","13.04"
"Tlaxcala","10.24"
"Chiapas","3.72"
"Campeche","3.52"
