"Estado","% Ocupación"
"México","81.76"
"Ciudad de México","78.90"
"Baja California","64.13"
"Nuevo León","56.50"
"Hidalgo","50.76"
"Querétaro","49.54"
"Aguascalientes","45.32"
"Sonora","43.42"
"Zacatecas","41.89"
"Oaxaca","40.00"
"Tlaxcala","37.00"
"Coahuila de Zaragoza","36.63"
"Puebla","36.59"
"Jalisco","35.81"
"Morelos","35.77"
"Tabasco","34.50"
"Durango","32.47"
"San Luis Potosí","31.55"
"Guanajuato","30.53"
"Baja California Sur","29.14"
"Sinaloa","24.48"
"Michoacán de Ocampo","24.43"
"Colima","22.33"
"Yucatán","21.12"
"Veracruz de Ignacio de La Llave","20.66"
"Guerrero","20.27"
"Chihuahua","17.62"
"Tamaulipas","17.21"
"Quintana Roo","16.81"
"Nayarit","16.40"
"Chiapas","6.61"
"Campeche","1.56"
