"Estado","% Ocupación"
"Chihuahua","86.78"
"Durango","69.88"
"Coahuila de Zaragoza","67.41"
"Nuevo León","61.97"
"Ciudad de México","50.29"
"Aguascalientes","47.82"
"Hidalgo","41.93"
"Zacatecas","38.87"
"México","38.05"
"Colima","30.56"
"Baja California","29.33"
"Guerrero","28.47"
"Oaxaca","26.79"
"Querétaro","26.38"
"Guanajuato","25.91"
"Jalisco","24.05"
"Puebla","24.01"
"Nayarit","23.22"
"Sonora","22.66"
"Michoacán de Ocampo","22.50"
"San Luis Potosí","20.28"
"Sinaloa","20.04"
"Veracruz de Ignacio de La Llave","19.94"
"Tabasco","16.98"
"Quintana Roo","16.66"
"Morelos","16.12"
"Tamaulipas","15.86"
"Baja California Sur","12.62"
"Yucatán","10.52"
"Tlaxcala","10.51"
"Campeche","3.02"
"Chiapas","2.95"
