"Estado","% Ocupación"
"Ciudad de México","83.84"
"México","80.69"
"Baja California","75.57"
"Nuevo León","66.92"
"Hidalgo","65.94"
"Guanajuato","64.83"
"Sonora","49.55"
"Querétaro","47.54"
"Morelos","46.55"
"Puebla","44.34"
"Durango","41.69"
"Coahuila de Zaragoza","41.27"
"Michoacán de Ocampo","39.06"
"Oaxaca","37.80"
"Jalisco","32.48"
"Tlaxcala","32.08"
"Guerrero","32.00"
"Zacatecas","31.38"
"Veracruz de Ignacio de La Llave","25.20"
"Nayarit","25.00"
"Aguascalientes","24.63"
"Baja California Sur","24.32"
"Quintana Roo","24.03"
"Tabasco","23.59"
"Tamaulipas","21.55"
"Chihuahua","21.10"
"Sinaloa","20.58"
"San Luis Potosí","19.68"
"Colima","17.02"
"Yucatán","10.38"
"Chiapas","3.90"
"Campeche","3.30"
