"Estado","% Ocupación"
"Yucatán","73.91"
"Querétaro","45.45"
"Tamaulipas","40.54"
"Coahuila de Zaragoza","37.50"
"Quintana Roo","33.33"
"Tabasco","32.25"
"Nuevo León","29.78"
"México","28.16"
"Oaxaca","25.75"
"Aguascalientes","24.52"
"Zacatecas","22.22"
"Sonora","21.05"
"Michoacán de Ocampo","18.75"
"Puebla","17.50"
"Durango","17.39"
"Sinaloa","16.21"
"Chihuahua","15.71"
"Campeche","15.62"
"Ciudad de México","13.85"
"Veracruz de Ignacio de La Llave","13.59"
"Jalisco","12.71"
"Baja California","11.36"
"Chiapas","9.52"
"Guanajuato","8.00"
"San Luis Potosí","7.54"
"Guerrero","4.44"
"Hidalgo","3.33"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Colima","0.00"
