"Estado","% Ocupación"
"Nayarit","100.00"
"Baja California Sur","100.00"
"Tlaxcala","87.50"
"Zacatecas","82.60"
"Veracruz de Ignacio de La Llave","80.83"
"Nuevo León","78.05"
"Ciudad de México","74.09"
"Querétaro","71.87"
"Yucatán","65.00"
"Tamaulipas","63.02"
"Tabasco","62.66"
"Oaxaca","62.37"
"Puebla","60.91"
"Durango","59.61"
"Sinaloa","58.51"
"Quintana Roo","57.50"
"México","56.56"
"Baja California","52.77"
"Guanajuato","47.47"
"Sonora","45.45"
"Michoacán de Ocampo","43.58"
"Aguascalientes","42.59"
"Colima","40.00"
"Coahuila de Zaragoza","38.88"
"Jalisco","35.01"
"Chiapas","34.22"
"Guerrero","34.00"
"Morelos","31.25"
"San Luis Potosí","30.00"
"Chihuahua","27.84"
"Hidalgo","27.77"
"Campeche","13.88"
