"Estado","% Ocupación"
"Tlaxcala","87.50"
"Ciudad de México","82.02"
"México","81.15"
"Sonora","69.56"
"Guerrero","62.65"
"Veracruz de Ignacio de La Llave","61.79"
"Baja California","59.55"
"Sinaloa","55.76"
"Oaxaca","55.55"
"Puebla","55.55"
"Guanajuato","49.36"
"Michoacán de Ocampo","47.36"
"Yucatán","47.16"
"Chiapas","46.77"
"Morelos","44.23"
"San Luis Potosí","43.24"
"Colima","42.85"
"Tabasco","42.10"
"Durango","40.54"
"Coahuila de Zaragoza","38.46"
"Nuevo León","34.67"
"Quintana Roo","31.25"
"Chihuahua","31.16"
"Jalisco","29.83"
"Zacatecas","29.62"
"Tamaulipas","25.55"
"Querétaro","22.00"
"Aguascalientes","21.81"
"Baja California Sur","7.69"
"Campeche","4.54"
"Nayarit","0.00"
"Hidalgo","0.00"
