"Estado","% Ocupación"
"Ciudad de México","56.83"
"Baja California","48.86"
"Sinaloa","40.47"
"México","40.26"
"Quintana Roo","34.78"
"Tabasco","25.90"
"Morelos","21.95"
"Veracruz de Ignacio de La Llave","18.98"
"Tlaxcala","17.85"
"Puebla","17.75"
"Oaxaca","15.86"
"Hidalgo","14.16"
"Guerrero","11.23"
"Chiapas","10.29"
"Chihuahua","10.24"
"Colima","10.00"
"Yucatán","9.82"
"Aguascalientes","9.37"
"Coahuila de Zaragoza","9.30"
"Michoacán de Ocampo","8.39"
"San Luis Potosí","8.13"
"Baja California Sur","7.93"
"Campeche","7.31"
"Nuevo León","7.02"
"Durango","6.57"
"Zacatecas","6.41"
"Querétaro","5.91"
"Tamaulipas","5.14"
"Guanajuato","4.91"
"Nayarit","3.38"
"Sonora","3.24"
"Jalisco","3.17"
