"Estado","% Ocupación"
"Querétaro","77.41"
"Nuevo León","75.00"
"Zacatecas","71.73"
"Aguascalientes","65.26"
"Ciudad de México","64.82"
"Tlaxcala","62.50"
"Tamaulipas","61.47"
"Yucatán","60.00"
"Durango","56.66"
"Veracruz de Ignacio de La Llave","52.00"
"Oaxaca","51.02"
"Michoacán de Ocampo","46.80"
"México","46.08"
"Baja California","46.00"
"Jalisco","42.89"
"Chihuahua","40.69"
"Puebla","40.00"
"Quintana Roo","38.82"
"Guanajuato","38.46"
"San Luis Potosí","37.61"
"Sinaloa","36.55"
"Colima","36.36"
"Morelos","35.80"
"Hidalgo","32.94"
"Tabasco","32.23"
"Coahuila de Zaragoza","31.34"
"Chiapas","27.27"
"Guerrero","24.10"
"Sonora","23.07"
"Baja California Sur","20.00"
"Campeche","12.82"
"Nayarit","6.66"
