"Estado","% Ocupación"
"México","70.08"
"Ciudad de México","69.31"
"Sonora","57.57"
"Guerrero","56.46"
"Baja California","56.29"
"Puebla","56.09"
"Tlaxcala","53.10"
"Guanajuato","52.40"
"Tabasco","50.17"
"Veracruz de Ignacio de La Llave","48.55"
"Morelos","48.16"
"Oaxaca","46.61"
"Nayarit","45.81"
"Coahuila de Zaragoza","41.74"
"Sinaloa","41.52"
"Hidalgo","38.44"
"Chiapas","36.81"
"Nuevo León","35.18"
"Colima","33.89"
"Michoacán de Ocampo","33.06"
"Yucatán","26.77"
"Jalisco","26.03"
"Tamaulipas","24.96"
"Campeche","24.80"
"Querétaro","23.45"
"Durango","21.85"
"San Luis Potosí","21.20"
"Quintana Roo","21.12"
"Chihuahua","19.68"
"Aguascalientes","19.54"
"Zacatecas","13.45"
"Baja California Sur","9.88"
