"Estado","% Ocupación"
"Tlaxcala","100.00"
"Ciudad de México","86.49"
"Zacatecas","86.48"
"Morelos","81.81"
"Querétaro","81.08"
"México","77.52"
"Nuevo León","71.60"
"Tabasco","60.71"
"Durango","56.25"
"Puebla","54.63"
"Aguascalientes","54.16"
"Oaxaca","53.19"
"Hidalgo","50.81"
"Yucatán","48.57"
"Jalisco","44.75"
"Sinaloa","44.31"
"Guanajuato","43.68"
"Sonora","34.88"
"Michoacán de Ocampo","33.33"
"Veracruz de Ignacio de La Llave","32.00"
"Chihuahua","30.71"
"Coahuila de Zaragoza","29.62"
"Tamaulipas","28.23"
"Quintana Roo","23.88"
"San Luis Potosí","23.59"
"Baja California","20.45"
"Guerrero","20.00"
"Baja California Sur","11.11"
"Campeche","9.09"
"Chiapas","1.85"
"Colima","0.00"
"Nayarit","0.00"
