"Estado","% Ocupación"
"Chihuahua","71.96"
"Nuevo León","62.87"
"Durango","60.12"
"Coahuila de Zaragoza","53.95"
"Ciudad de México","46.48"
"Nayarit","39.41"
"México","37.76"
"Hidalgo","37.28"
"Colima","36.73"
"Zacatecas","35.96"
"Guerrero","31.54"
"Aguascalientes","30.31"
"Querétaro","28.02"
"Oaxaca","26.55"
"Michoacán de Ocampo","25.16"
"Baja California","24.97"
"Sinaloa","24.26"
"Jalisco","24.05"
"Veracruz de Ignacio de La Llave","22.82"
"Guanajuato","22.17"
"San Luis Potosí","21.51"
"Puebla","20.49"
"Sonora","18.98"
"Quintana Roo","18.59"
"Tamaulipas","15.99"
"Baja California Sur","15.93"
"Morelos","15.56"
"Tabasco","15.30"
"Yucatán","13.01"
"Tlaxcala","11.32"
"Chiapas","3.37"
"Campeche","3.26"
