"Estado","% Ocupación"
"Ciudad de México","79.14"
"México","71.15"
"Nuevo León","67.26"
"Colima","60.22"
"Aguascalientes","59.27"
"Hidalgo","55.00"
"Morelos","52.50"
"Veracruz de Ignacio de La Llave","50.99"
"Puebla","47.58"
"Oaxaca","47.20"
"Jalisco","46.88"
"Nayarit","46.28"
"Tlaxcala","44.80"
"Querétaro","44.31"
"San Luis Potosí","44.18"
"Zacatecas","42.10"
"Guanajuato","41.36"
"Tabasco","40.98"
"Baja California","39.79"
"Michoacán de Ocampo","38.85"
"Sinaloa","38.49"
"Sonora","36.49"
"Baja California Sur","36.31"
"Guerrero","35.61"
"Coahuila de Zaragoza","29.75"
"Tamaulipas","27.81"
"Durango","26.89"
"Yucatán","26.88"
"Chihuahua","21.59"
"Quintana Roo","21.39"
"Chiapas","13.69"
"Campeche","6.92"
