"Estado","% Ocupación"
"Quintana Roo","33.08"
"Chihuahua","26.59"
"Nuevo León","20.91"
"Tamaulipas","19.31"
"Durango","14.28"
"Guerrero","13.66"
"Morelos","12.06"
"Baja California","11.76"
"Oaxaca","11.76"
"Puebla","11.64"
"Nayarit","11.59"
"Baja California Sur","11.21"
"Ciudad de México","11.07"
"Tabasco","10.72"
"Veracruz de Ignacio de La Llave","10.38"
"México","9.28"
"Sonora","8.58"
"Colima","8.19"
"Aguascalientes","8.18"
"Michoacán de Ocampo","7.75"
"Tlaxcala","6.66"
"Yucatán","6.55"
"Hidalgo","6.38"
"Coahuila de Zaragoza","5.33"
"Sinaloa","4.39"
"Jalisco","4.19"
"Zacatecas","4.08"
"Guanajuato","3.37"
"Querétaro","2.66"
"San Luis Potosí","2.06"
"Campeche","1.43"
"Chiapas","0.66"
