"Estado","% Ocupación"
"Querétaro","71.87"
"Ciudad de México","62.17"
"Aguascalientes","60.31"
"Nuevo León","56.99"
"Baja California","51.16"
"Chihuahua","47.22"
"Veracruz de Ignacio de La Llave","41.72"
"Yucatán","40.67"
"Oaxaca","40.56"
"Michoacán de Ocampo","37.20"
"Puebla","36.36"
"Durango","34.48"
"Tamaulipas","34.45"
"Jalisco","34.23"
"Guerrero","33.03"
"México","32.42"
"Zacatecas","32.25"
"Sinaloa","27.72"
"Tabasco","27.19"
"Quintana Roo","26.19"
"Guanajuato","25.84"
"Tlaxcala","25.00"
"San Luis Potosí","25.00"
"Hidalgo","21.64"
"Sonora","20.63"
"Colima","15.78"
"Coahuila de Zaragoza","15.38"
"Morelos","10.00"
"Chiapas","6.66"
"Baja California Sur","6.45"
"Campeche","4.34"
"Nayarit","0.00"
