"Estado","% Ocupación"
"México","66.90"
"Baja California","65.04"
"Ciudad de México","61.91"
"Guerrero","48.34"
"Veracruz de Ignacio de La Llave","48.32"
"Chiapas","47.96"
"Puebla","46.00"
"Sonora","45.18"
"Tabasco","43.57"
"Tlaxcala","39.28"
"Querétaro","38.75"
"Sinaloa","36.96"
"Morelos","33.96"
"Colima","32.55"
"Oaxaca","32.50"
"Quintana Roo","30.14"
"Yucatán","27.67"
"Nayarit","26.31"
"San Luis Potosí","26.00"
"Chihuahua","25.29"
"Baja California Sur","23.40"
"Tamaulipas","20.28"
"Zacatecas","20.27"
"Aguascalientes","19.44"
"Campeche","19.11"
"Coahuila de Zaragoza","19.10"
"Hidalgo","18.41"
"Jalisco","17.75"
"Nuevo León","16.71"
"Michoacán de Ocampo","16.66"
"Guanajuato","9.48"
"Durango","8.91"
