"Estado","% Ocupación"
"Ciudad de México","89.45"
"México","83.23"
"Nuevo León","77.80"
"Querétaro","68.18"
"Tabasco","67.01"
"Zacatecas","66.66"
"Michoacán de Ocampo","62.50"
"Oaxaca","61.53"
"Yucatán","60.00"
"Puebla","59.72"
"Aguascalientes","53.65"
"Durango","52.94"
"Jalisco","50.65"
"Guanajuato","42.16"
"Sinaloa","38.75"
"Veracruz de Ignacio de La Llave","38.05"
"Hidalgo","36.78"
"Quintana Roo","33.96"
"Morelos","30.00"
"Chihuahua","28.91"
"Tamaulipas","27.27"
"Guerrero","26.92"
"Sonora","25.64"
"Coahuila de Zaragoza","25.00"
"San Luis Potosí","19.17"
"Colima","14.28"
"Baja California Sur","12.50"
"Campeche","9.09"
"Chiapas","8.47"
"Nayarit","6.66"
"Tlaxcala","0.00"
"Baja California","0.00"
