"Estado","% Ocupación"
"Aguascalientes","41.70"
"Ciudad de México","40.34"
"Nuevo León","37.12"
"Colima","33.01"
"Coahuila de Zaragoza","31.50"
"Durango","29.34"
"Querétaro","28.77"
"Baja California","28.46"
"México","28.35"
"Zacatecas","27.74"
"San Luis Potosí","27.18"
"Jalisco","25.40"
"Veracruz de Ignacio de La Llave","24.28"
"Michoacán de Ocampo","23.52"
"Oaxaca","22.26"
"Tlaxcala","21.32"
"Sinaloa","21.21"
"Chihuahua","21.09"
"Puebla","19.93"
"Tabasco","19.68"
"Morelos","19.68"
"Tamaulipas","18.89"
"Hidalgo","18.41"
"Quintana Roo","17.48"
"Yucatán","16.50"
"Baja California Sur","15.31"
"Guerrero","13.60"
"Nayarit","13.33"
"Guanajuato","11.66"
"Sonora","10.57"
"Campeche","6.71"
"Chiapas","3.44"
