"Estado","% Ocupación"
"Zacatecas","83.33"
"Durango","79.72"
"Ciudad de México","74.65"
"Querétaro","70.58"
"Aguascalientes","69.69"
"Nuevo León","65.80"
"Chihuahua","64.03"
"Morelos","59.09"
"Michoacán de Ocampo","54.54"
"México","45.22"
"Sonora","44.44"
"Coahuila de Zaragoza","43.93"
"Tamaulipas","42.85"
"Oaxaca","42.35"
"Guanajuato","33.63"
"Jalisco","31.84"
"Sinaloa","31.46"
"Veracruz de Ignacio de La Llave","31.20"
"San Luis Potosí","30.10"
"Hidalgo","28.23"
"Tabasco","28.16"
"Guerrero","26.88"
"Puebla","25.25"
"Quintana Roo","25.00"
"Yucatán","24.52"
"Baja California","23.52"
"Colima","15.78"
"Campeche","8.82"
"Baja California Sur","5.88"
"Chiapas","5.88"
"Tlaxcala","0.00"
"Nayarit","0.00"
