"Estado","% Ocupación"
"Aguascalientes","57.14"
"Ciudad de México","55.02"
"Nuevo León","48.46"
"Chihuahua","46.20"
"Durango","41.50"
"Zacatecas","40.12"
"Baja California","40.00"
"Querétaro","37.98"
"Coahuila de Zaragoza","35.94"
"México","34.73"
"San Luis Potosí","32.31"
"Oaxaca","31.16"
"Morelos","26.19"
"Sonora","25.66"
"Hidalgo","21.95"
"Sinaloa","21.13"
"Jalisco","19.64"
"Colima","18.44"
"Guerrero","17.04"
"Veracruz de Ignacio de La Llave","16.40"
"Michoacán de Ocampo","15.12"
"Tamaulipas","14.96"
"Puebla","14.74"
"Guanajuato","14.56"
"Tabasco","14.50"
"Baja California Sur","11.90"
"Quintana Roo","9.85"
"Yucatán","9.09"
"Nayarit","8.12"
"Tlaxcala","6.77"
"Campeche","1.68"
"Chiapas","1.15"
