<<<<<<< HEAD
<<<<<<< HEAD
<<<<<<< HEAD:datos/series_de_tiempo/nuevos/covid19_mex_uci.csv
Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Chiapas,Chihuahua,Ciudad de México,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán
2020-03-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-03-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-03-19,5,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-03-23,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2020-03-24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,11,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2020-03-27,11,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2020-03-28,12,0,1,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2020-03-29,11,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2020-03-30,11,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2020-03-31,11,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2020-04-01,16,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3
2020-04-02,8,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-04-03,10,0,0,0,0,0,0,0,2,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,0
2020-04-04,11,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2020-04-05,20,0,0,0,0,0,0,0,5,1,1,0,0,1,0,1,0,0,2,0,0,2,0,2,0,2,0,1,0,2
2020-04-06,33,0,11,0,0,0,0,1,6,0,1,0,0,2,2,0,0,0,0,2,0,3,0,1,0,2,0,1,0,1
2020-04-07,19,0,1,0,0,0,0,1,5,0,1,0,0,1,1,2,1,1,0,0,0,2,0,1,0,1,0,0,1,0
2020-04-08,16,0,0,0,0,1,0,0,6,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0
2020-04-09,15,0,0,0,0,1,1,0,4,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0
2020-04-10,22,0,1,0,0,1,0,0,9,0,1,0,0,1,1,0,0,1,0,1,0,1,0,2,0,1,0,1,1,0
2020-04-11,19,0,0,0,1,0,0,4,3,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,1,0,1,1
2020-04-12,18,0,1,0,0,0,0,3,4,1,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0
2020-04-13,23,0,0,0,0,0,0,5,8,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2
2020-04-14,18,0,0,0,0,0,0,2,3,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1
2020-04-15,19,0,0,0,1,0,0,1,7,1,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,1
2020-04-16,20,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,1,1,2,0
2020-04-17,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-04-18,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
=======
Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Coahuila,Chiapas,Chihuahua,Ciudad de México,Guanajuato,Guerrero,Hidalgo,Jalisco,México,Michoacán,Morelos,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán
2020-02-27,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-03-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
2020-03-19,5,0,1,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2020-03-23,6,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0
2020-03-24,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,4,0,0,0,0,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,11,0,0,0,0,0,0,1,4,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0
2020-03-27,11,0,1,0,0,0,0,0,6,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0
2020-03-28,12,0,1,0,0,1,0,0,5,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2020-03-29,11,1,0,0,0,0,0,0,5,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0
2020-03-30,11,0,2,0,0,1,0,2,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1
2020-03-31,11,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0
2020-04-01,16,0,1,1,0,1,1,0,1,1,0,1,0,1,0,0,0,0,0,2,0,2,0,1,0,0,0,0,0,3
2020-04-02,8,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0
2020-04-03,12,0,0,0,0,0,0,0,3,1,0,0,0,1,0,1,0,0,0,1,1,1,0,1,0,0,0,0,1,1
2020-04-04,11,0,0,0,0,0,0,0,5,1,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0
2020-04-05,20,0,0,0,0,0,0,0,5,1,1,0,0,1,0,1,0,0,2,0,0,2,0,2,0,2,0,1,0,2
2020-04-06,33,0,11,0,0,0,0,1,6,0,1,0,0,2,2,0,0,0,0,2,0,3,0,1,0,2,0,1,0,1
2020-04-07,20,0,1,0,0,0,0,1,6,0,1,0,0,1,1,2,1,1,0,0,0,2,0,1,0,1,0,0,1,0
2020-04-08,16,0,0,0,0,1,0,0,6,0,1,0,1,1,0,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0
2020-04-09,15,0,0,0,0,1,1,0,4,0,1,0,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0
2020-04-10,23,0,1,0,0,1,0,0,9,0,1,0,0,1,1,0,0,1,0,1,0,1,0,3,0,1,0,1,1,0
2020-04-11,19,0,0,0,1,0,0,4,3,0,1,0,0,1,0,0,0,0,1,1,0,1,0,2,0,1,1,0,1,1
2020-04-12,19,0,2,0,0,0,0,3,4,1,1,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,1,0,1,0
2020-04-13,23,0,0,0,0,0,0,5,8,0,1,0,0,3,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,2
2020-04-14,18,0,0,0,0,0,0,2,3,0,1,0,0,3,0,1,0,0,0,0,0,0,0,0,0,6,0,0,1,1
2020-04-15,19,0,0,0,1,0,0,1,7,1,0,0,0,2,0,1,0,0,0,0,0,3,0,1,0,1,0,0,0,1
2020-04-16,20,0,0,0,1,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,5,1,1,2,0
2020-04-17,5,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0
2020-04-18,4,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
2020-04-19,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
>>>>>>> f32bc124bf99b82017c90fff8427859f18072ba9:datos_abiertos/series_de_tiempo/nuevos/covid19_mex_uci.csv
=======
Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de México,Coahuila,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,México,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-02-27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-03-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-19,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-22,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0
2020-03-23,7,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0
2020-03-24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-26,11,0,0,0,0,0,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0
2020-03-27,10,0,1,0,0,0,0,6,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
2020-03-28,12,0,1,0,0,0,0,5,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
2020-03-29,11,1,0,0,0,0,0,5,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0
2020-03-30,11,0,2,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0
2020-03-31,11,0,0,0,0,0,0,3,0,0,0,2,0,3,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0
2020-04-01,16,0,1,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,2,0,2,0,1,0,0,0,0,0,3,0
2020-04-02,9,0,0,0,0,0,0,4,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
2020-04-03,13,0,0,0,0,0,0,3,0,0,1,0,0,0,0,1,1,0,0,0,1,1,2,0,1,0,0,0,0,1,1,0
2020-04-04,12,0,0,0,0,0,0,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0
2020-04-05,23,0,0,0,0,0,0,7,0,0,1,1,0,0,0,1,1,0,0,2,0,0,3,0,2,0,2,0,1,0,2,0
2020-04-06,38,0,12,0,0,0,1,6,0,0,0,1,0,0,2,0,3,0,0,0,2,1,3,0,3,0,2,0,1,0,1,0
2020-04-07,24,0,1,0,0,0,1,7,0,0,0,1,0,0,1,3,2,1,1,0,0,0,2,0,1,0,1,0,0,1,1,0
2020-04-08,17,0,0,0,0,0,2,5,1,0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0
2020-04-09,15,0,0,0,0,1,0,4,1,0,0,1,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,0,0,2,0,0
2020-04-10,26,0,2,0,0,0,0,10,1,0,0,1,0,0,1,0,2,0,1,0,1,0,1,0,3,0,1,0,1,1,0,0
2020-04-11,20,0,0,0,1,0,4,3,0,0,0,1,0,0,0,0,1,0,0,1,1,0,2,0,2,0,1,1,0,1,1,0
2020-04-12,22,0,2,0,0,0,3,7,0,0,1,1,0,0,0,1,2,0,0,0,0,0,2,0,1,0,0,1,0,1,0,0
2020-04-13,25,0,1,0,0,0,5,9,0,0,0,1,0,0,0,0,3,0,0,0,0,0,1,0,1,0,1,0,1,0,2,0
2020-04-14,20,0,0,0,0,0,2,4,0,0,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,7,0,0,1,1,0
2020-04-15,24,0,0,0,1,0,1,8,0,0,1,1,0,0,0,1,2,0,0,0,0,0,3,0,1,0,3,0,0,1,1,0
2020-04-16,26,0,0,0,1,0,6,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,1,1,2,0,0
2020-04-17,10,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,2,0,0,0,1,0,0,1,0,0
2020-04-18,15,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,2,0,0,1,2,0,0,0,0,0,2,0,1,1,0,1
2020-04-19,22,0,1,1,0,0,4,7,1,0,0,1,1,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0
2020-04-20,8,0,0,0,0,0,2,1,0,1,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0
2020-04-21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
>>>>>>> 40a4ebf7b99a6cb1726ce9fbfda31e9740722fea
=======
Fecha,Nacional,Aguascalientes,Baja California,Baja California Sur,Campeche,Chiapas,Chihuahua,Ciudad de México,Coahuila,Colima,Durango,Guanajuato,Guerrero,Hidalgo,Jalisco,Michoacán,Morelos,México,Nayarit,Nuevo León,Oaxaca,Puebla,Querétaro,Quintana Roo,San Luis Potosí,Sinaloa,Sonora,Tabasco,Tamaulipas,Tlaxcala,Veracruz,Yucatán,Zacatecas
2020-02-27,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-02-29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-11,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-13,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-15,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-16,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2020-03-18,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2020-03-19,5,0,1,0,0,0,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-20,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2020-03-21,5,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
